"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath"
386,"Generating and characterizing single- and multigene mutants of the Rubisco small subunit family in Arabidopsis ","10.1093/jxb/eraa316","Alistair McCormick","Other","Experimental Botany",2020,1,NA,NA,1,0,"Supporting information",3,2,2,4,0,0,NA,"pdf/386.pdf"
417,"Phytochromes control metabolic flux, and their action at the seedling stage determines adult plant biomass","10.1093/jxb/erab038","Karen Halliday","Other","Journal of Experimental Botany",2021,1,NA,1,1,1,"Supplementary material",4,4,2,4,NA,1,NA,"pdf/417.pdf"
523,"Activation of transcription factor circuity in 2i-induced ground state pluripotency is independent of repressive global epigenetic landscapes","10.1093/nar/gkaa529","Meehan","HGU","Nucleotide Acids Research",2020,1,"0",1,1,0,"B",3,4,4,4,NA,1,NA,"pdf/523.pdf"
146,"RNA pull-down-Confocal Nanoscanning (RP-CONA) detects quercetin as pri-miR-7/HuR interaction inhibitor that decreases α-Synuclein levels","10.1093/nar/gkab484","Rappsilber","SBS (Institute of Cell Biology)","Nucleic Acids Research",2021,1,"1",1,0,1,"ProteomeXchange Consortium",2,4,4,4,0,NA,NA,"pdf/146.pdf"
354,"Rapid metabolic pathway assembly and modification using serine integrase site-specific recombination","10.1093/nar/gkt1101","Susan Rosser","IQB3","Nucleic Acids Research",2014,0,NA,NA,1,0,"Supplementary info",2,2,2,4,0,0,NA,"pdf/354.pdf"
348,"Engineering modular and tunable genetic amplifiers for scaling transcriptional signals in cascaded gene networks ","10.1093/nar/gku593","Baojun Wang","IQB3","Nucleic Acids Research",2014,1,NA,NA,0,0,"Supplementary data",4,2,2,3,NA,NA,NA,"pdf/348.pdf"
397,"Snapshots of pre-rRNA structural flexibility reveal eukaryotic 40S assembly dynamics at nucleotide resolution","10.1093/nar/gku815","Sander Granneman","IQB3","Nucleic Acids Research",2014,1,NA,1,1,0,"NVBI GEO repository ans upplementary data",3,4,4,4,0,1,NA,"pdf/397.pdf"
429,"A novel mode of nuclease action is revealed by the bacterial Mre11/Rad50 complex","10.1093/nar/gkv855","David Leach","Other","Nucleic Acids Research",2015,0,NA,NA,1,0,"Supplementary material",3,2,2,3,0,NA,NA,"pdf/429.pdf"
399,"Temporal-iCLIP captures co-transcriptional RNA-protein interactions","10.1093/nar/gky036","Sander Granneman","IQB3","Nature communications",2023,1,"1",1,1,0,"Zenodo, NCBI GEO repositories and supplementary information",4,4,4,4,NA,1,NA,"pdf/399.pdf"
400,"Maturation of the 90S pre-ribosome requires Mrd1 dependent U3 snoRNA and 35S pre-rRNA structural rearrangements ","10.1093/nar/gky036","Sander Granneman","IQB3","Nucleic Acids Research",2018,1,"0",1,1,0,"NCBI GEO and supplementary information",4,4,4,4,NA,1,NA,"pdf/400.pdf"
393,"An RNA-dependent mechanism for transient expression of bacterial translocation filaments","10.1093/nar/gky096","Sander Granneman","IQB3","Nucleic Acids Research",2018,1,NA,NA,1,0,"Not scored",1,1,1,1,NA,NA,NA,"pdf/393.pdf"
428,"RecBCD coordinates repair of two ends at a DNA double-strand break, preventing aberrant chromosome amplification","10.1093/nar/gky463","David Leach","Other","Nucleic Acids Research",2018,1,NA,1,1,0,"Public repository and supplementary data",3,4,4,4,0,1,NA,"pdf/428.pdf"
416,"Phytochrome regulates cellular response plasticity and the basic molecular machinery of leaf development","10.1093/plphys/kiab112","Karen Halliday","Other","Plant phytochrome",2021,1,NA,NA,1,0,"Supplementary material",4,3,3,4,0,1,NA,"pdf/416.pdf"
365,"A new method for post-translationally labeling proteins in live cells for fluorescence imaging and tracking","10.1093/protein/gzx059","Peter Swain","IQB3","PEDS",2017,1,NA,NA,1,0,"Supplementary/source material",2,2,2,3,0,NA,NA,"pdf/365.pdf"
491,"Dazl determines primordial follicle formation through the translational regulation of Tex14","10.1096/fj.201901247R","Adams","HGU","The FASEB Journal",2019,1,NA,NA,0,0,"PR",3,4,4,4,0,1,0,"pdf/491.pdf"
413,"Defining the robust behaviour of the plant clock gene circuit with absolute RNA timeseries and open infrastructure","10.1098/rsob.150042","Karen Halliday","Other","Open Biology",2015,1,NA,NA,1,0,"Supplementary material",2,2,2,4,NA,1,NA,"pdf/413.pdf"
315,"Glycolysis and pyrimidine biosynthesis are required for replication of adherent–invasive escherichia coli in macrophages","10.1099/mic.0.000289","Karl Burgess","IQB3","Biotechnology and Bioengineering",2016,1,NA,NA,1,0,"Supplementary material",2,2,2,4,0,NA,NA,"pdf/315.pdf"
331,"Shotgun Proteomic and Metabolomic analysis of nanoparticle-synthesizing Desulfovibrio alaskensis in response to platinum and palladium","10.1099/mic.0.000840","Louise Horsfall","IQB3","Microbiology",2019,1,"1",NA,1,1,"Supplementary data",4,4,2,4,0,NA,NA,"pdf/331.pdf"
536,"The E3 ubiquitin ligase activity of RING1B is not essential for early mouse development","10.1101/gad.268151.115","Bickmore","HGU","Genes & Development",2015,1,NA,NA,1,0,"B",4,4,4,4,1,1,NA,"pdf/536.pdf"
43,"Condensin II mutation causes T cell lymphoma through tissue-specific genome instability","10.1101/gad.284562.116","Arends","IGC (Edinburgh Cancer Research)","Genes and Development",2016,1,NA,NA,0,0,"supp",2,4,4,4,0,1,NA,"pdf/43.pdf"
26,"Whole-epigenome analysis in multiple myeloma reveals DNA hypermethylation of B cell-specific enhancers","10.1101/gr.180240.114","Schirmer","SBS (Institute of Cell Biology)","Genome Research",2015,1,"1",1,0,0,"European Genome-phenome Archive",3,3,4,4,NA,1,1,"pdf/26.pdf"
347,"CyanoGate: A Modular Cloning Suite for Engineering Cyanobacteria Based on the Plant MoClo Syntax","10.1104/pp.18.01401","Baojun Wang","IQB3","Plant Physiology",2019,1,NA,NA,1,1,"Supplementary/source material",3,2,2,4,NA,1,NA,"pdf/347.pdf"
352,"Drift dynamics in microbial communities and the effective community size","10.1111/1462-2920.15453","Susan Rosser","IQB3","Environmental Microbiology",2021,0,NA,NA,0,0,"Supplementary info",3,2,2,4,0,NA,NA,"pdf/352.pdf"
88,"Engineering synucleinopathy-resistant human dopaminergic neurons by CRISPR-mediated deletion of the SNCA gene","10.1111/ejn.14286","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","European Journal of Neuroscience",2018,1,NA,0,1,0,"supp",2,3,4,4,0,NA,0,"pdf/88.pdf"
353,"Engineering synucleinopathy-resistant human dopaminergic neurons by CRISPR-mediated deletion of the SNCA gene","10.1111/ejn.14286","Susan Rosser","IQB3","European Journal of NeuroScience",2018,1,NA,0,1,0,"Supporting info and LabArchives",4,4,3,4,0,NA,NA,"pdf/353.pdf"
427,"Long inverted repeat transiently stalls DNA replication by forming hairpin structures on both leading and lagging strands","10.1111/gtc.12326","David Leach","Other","Genes to Cells",2016,1,NA,NA,0,0,"Supplementary material",2,2,2,3,0,0,NA,"pdf/427.pdf"
11,"Wild-type K-ras has a tumour suppressor effect on carcinogen-induced murine colorectal adenoma formation","10.1111/iep.12064","Arends","IGC (Edinburgh Cancer Research)","International Journal of Experimental Pathology",2014,0,NA,NA,1,0,"supp",1,1,1,1,0,0,0,"pdf/11.pdf"
403,"The biosynthesis and wall-binding of hemicelluloses in cellulose-deficient maize cells: An example of metabolic plasticity","10.1111/jipb.12331","Stephen Fry","Other","Journal of Integrative Plant Biology",2015,0,NA,NA,1,0,"Not scored",1,1,1,1,NA,NA,NA,"pdf/403.pdf"
404,"Glycosylinositol phosphorylceramides from Rosa cell cultures are boron-bridged in the plasma membrane and form complexes with rhamnogalacturonan II","10.1111/tpj.12547","Stephen Fry","Other","The Plant Journal",2014,1,NA,NA,1,0,"Not scored",1,1,1,1,NA,NA,NA,"pdf/404.pdf"
383,"Lack of fructose 2,6-bisphosphate compromises photosynthesis and growth in Arabidopsis in fluctuating environments","10.1111/tpj.12765","Alistair McCormick","Other","The Plant Journal",2015,1,NA,NA,1,0,"Supporting information",2,2,2,4,0,0,NA,"pdf/383.pdf"
407,"Making and breaking of boron bridges in the pectic domain rhamnogalacturonan-II at apoplastic pH in vivo and in vitro","10.1111/tpj.16112","Stephen Fry","Other","The Plant Journal",2023,0,NA,1,1,0,"Supplementary material",2,3,2,4,NA,0,NA,"pdf/407.pdf"
320,"Potent Trypanocidal Curcumin Analogs Bearing a Monoenone Linker Motif Act on Trypanosoma brucei by Forming an Adduct with Trypanothione","10.1124/mol.114.096016","Karl Burgess","IQB3","Molecular Pharmacology ",2015,1,NA,NA,1,0,"Data supplement",2,2,2,3,NA,NA,NA,"pdf/320.pdf"
335,"Pore dynamics and asymmetric cargo loading in an encapsulin nanocompartment","10.1126/sciadv.abj4461","Louise Horsfall","IQB3","Science Advances",2022,1,NA,1,1,0,"Supplementary materials and online public repositories like EMDB, PDB",4,3,4,4,1,NA,NA,"pdf/335.pdf"
535,"Chromatin decondensation is sufficient to alter nuclear organization in embryonic stem cells","10.1126/science.1259587","Bickmore","HGU","Science",2014,1,"0",NA,1,0,"B",3,4,4,2,0,1,0,"pdf/535.pdf"
49,"TCR-stimulated changes in cell surface CD46 expression generate type 1 regulatory T cells","10.1126/scisignal.aah6163","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Science Signaling",2017,1,NA,NA,0,0,NA,1,1,1,1,0,NA,0,"pdf/49.pdf"
60,"IL-33 and ST2 mediate FAK-dependent antitumor immune evasion through transcriptional networks","10.1126/scisignal.aan8355","Frame","IGC (Edinburgh Cancer Research)","Science Signaling",2017,1,NA,1,1,0,"supp",2,4,4,4,NA,NA,NA,"pdf/60.pdf"
503,"Notch-IGF1 signalling in biliary epithelial cells drives their expansion and inhibits hepatocyte differentiation","10.1126/scisignal.aay9185","Boulter","HGU","Science Signaling ",2021,1,NA,0,1,0,NA,1,1,1,1,0,1,0,"pdf/503.pdf"
460,"Somatic activating mutations in Pik3ca cause sporadic venous malformations in mice and humans","10.1126/scitranslmed.aad9982","Wilson","CRM","Science Translational Medicine",2016,1,NA,0,0,0,"F",2,2,2,3,0,1,1,"pdf/460.pdf"
69,"The Src/c-Abl pathway is a potential therapeutic target in amyotrophic lateral sclerosis","10.1126/scitranslmed.aaf3962","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Science Translational Medicine",2017,1,"0",NA,0,0,"supp",2,2,2,3,0,0,0,"pdf/69.pdf"
75,"Reversal of endothelial dysfunction reduces white matter vulnerability in cerebral small vessel disease in rats ","10.1126/scitranslmed.aam9507","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Science Translational Medicine",2018,1,NA,1,1,0,NA,1,1,1,1,0,0,0,"pdf/75.pdf"
504,"Senolytic treatment preserves biliary regenerative capacity lost through cellular senescence during cold storage","10.1126/scitranslmed.abj4375","Boulter","HGU","Science Translational Medicine",2022,1,"",0,0,0,"S",3,4,2,4,1,1,1,"pdf/504.pdf"
322,"A mixed-model approach for estimating drivers of microbiota community composition and differential taxonomic abundance","10.1128/msystems.00040-23","Andrew Free","IQB3","msystems",2023,1,"1",NA,0,1,"Supplementary material",4,4,2,3,NA,NA,NA,"pdf/322.pdf"
325,"Estimating the contribution of the porcine fecal core microbiota to metabolite production via mathematical modeling and in vitro fermentation","10.1128/msystems.00366-23","Andrew Free","IQB3","msystems",2023,1,NA,NA,0,0,"Supplemental material",3,2,2,3,NA,NA,NA,"pdf/325.pdf"
508,"CD248/endosialin critically regulates hepatic stellate cell proliferation during chronic liver injury via a PDGF-regulated mechanism","10.1136/gutjnl-2014-308325","Henderson","HGU","Gut",2016,1,NA,NA,0,0,NA,1,1,1,1,0,1,0,"pdf/508.pdf"
517,"Lsh is essential for maintaining global DNA methylation levels in amphibia and fish and interacts directly with Dnmt1","10.1155/2015/740637","Meehan","HGU","BioMed Research International",2015,0,NA,NA,1,0,"S",2,2,2,4,1,1,0,"pdf/517.pdf"
90,"Kindlin-1 promotes pulmonary breast cancer metastasis","10.1158/0008-5472.CAN-17-1518","Brunton","IGC (Edinburgh Cancer Research)","Cancer Research",2018,1,"1",NA,1,0,"supp",2,2,2,2,0,NA,NA,"pdf/90.pdf"
87,"The tumor suppressor CIC directly regulates MAPK pathway genes via histone deacetylation","10.1158/0008-5472.CAN-18-0342","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Cancer Research",2018,1,NA,1,0,0,"supp",2,4,4,4,NA,1,NA,"pdf/87.pdf"
163,"Loss of Integrin-linked kinase sensitizes breast cancer to SRC inhibitors","10.1158/0008-5472.CAN-21-0373","Brunton","IGC (Edinburgh Cancer Research)","Cancer Research",2021,1,"1",0,1,0,"supp",2,3,2,3,0,0,NA,"pdf/163.pdf"
101,"Serum- and Glucocorticoid-induced Kinase Sgk1 Directly Promotes the Differentiation of Colorectal Cancer Cells and Restrains Metastasis","10.1158/1078-0432.CCR-18-1033","Tomlinson","IGC (Edinburgh Cancer Research)","Clinical Cancer Research",2019,1,NA,NA,0,0,"supp",2,3,2,2,0,0,0,"pdf/101.pdf"
132,"MYC instructs and maintains pancreatic adenocarcinoma phenotype","10.1158/2159-8290.CD-19-0435","Arends","IGC (Edinburgh Cancer Research)","Cancer Discovery",2020,1,NA,NA,0,1," EMBL-EBI",2,4,4,4,0,1,NA,"pdf/132.pdf"
512,"Single cell analyses and machine learning define hematopoietic progenitor and HSC-like cells derived from human PSCs","10.1182/blood.2020006229","Henderson","HGU","Blood",2020,1,"0",1,0,1,"PR",3,4,4,2,1,1,0,"pdf/512.pdf"
148,"MiR-130b and miR-128a are essential lineage-specific co-drivers of t(4;11) MLL-AF4 acute leukemia","10.1182/blood.2020006610","Ottersbach","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Blood",2021,1,"1",NA,1,0,"supp",2,4,4,4,0,1,0,"pdf/148.pdf"
176,"Human genetic defects in SRP19 and SRPRA cause severe congenital neutropenia with distinctive proteome changes","10.1182/blood.2022016783","Rappsilber","SBS (Institute of Cell Biology)","Blood",2022,1,"1",NA,0,0,"supp",2,4,4,4,0,0,0,"pdf/176.pdf"
39,"Analysis of Jak2 signaling reveals resistance of mouse embryonic hematopoietic stem cells to myeloproliferative disease mutation","10.1182/blood-2015-08-664631","Ottersbach","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Blood",2016,1,NA,NA,1,0,"supp",2,2,2,3,0,NA,NA,"pdf/39.pdf"
12,"Boosting Wnt activity during colorectal cancer progression through selective hypermethylation of Wnt signaling antagonists","10.1186/1471-2407-14-891","Arends","IGC (Edinburgh Cancer Research)","BMC Cancer",2014,1,"1",NA,0,0,"supp",2,3,2,4,NA,0,1,"pdf/12.pdf"
516,"Dynamic changes in DNA modification states during late gestation male germ line development in the rat","10.1186/1756-8935-7-19","Meehan","HGU","Epigenetics & Chromatin",2014,1,NA,NA,0,0,"S",2,2,2,4,1,1,NA,"pdf/516.pdf"
398,"PAR-CLIP data indicate that Nrd1-Nab3-dependent transcription termination regulates expression of hundreds of protein coding genes in yeast","10.1186/gb-2014-15-1-r8","Sander Granneman","IQB3","Genome Biology",2014,1,NA,NA,1,0,"Electrionical material information",2,3,2,3,0,0,NA,"pdf/398.pdf"
459,"Intrinsic factors and the embryonic environment influence the formation of extragonadal teratomas during gestation","10.1186/s12861-015-0084-7","Wilson","CRM","BMC Developmental Biology",2015,0,NA,NA,1,0,NA,1,1,1,1,0,1,NA,"pdf/459.pdf"
488,"Etoposide Damages Female Germ Cells in the Developing Ovary","10.1186/s12885-016-2505-9","Adams","HGU","BMP Cancer",2016,1,NA,1,0,0,"B",3,4,3,4,0,0,NA,"pdf/488.pdf"
541,"Bivalent promoter hypermethylation in cancer is linked to the H327me3/H3K4me3 ratio in embryonic stem cells","10.1186/s12915-020-0752-3","Bickmore","HGU","BMC Biology",2020,1,"2",1,0,0,"B",4,4,3,4,NA,1,NA,"pdf/541.pdf"
197,"Common mouse models of tauopathy reflect early but not late human disease","10.1186/s13024-023-00601-y","Rappsilber","SBS (Institute of Cell Biology)","Molecular Neurodegeneration",2023,1,"1",1,0,0,"ProteomeXchange ",4,4,4,3,NA,NA,NA,"pdf/197.pdf"
518,"Rapid reprogramming of epigenetic and transcriptional profiles in mammalian culture systems","10.1186/s13059-014-0576-y","Meehan","HGU","Genome Biology",2015,1,"0",1,1,0,"B",4,4,4,4,1,1,0,"pdf/518.pdf"
396,"Transcriptome-wide RNA processing kinetics revealed using extremely short 4tU labeling","10.1186/s13059-015-0848-1","Sander Granneman","IQB3","Genome Biology",2015,1,NA,1,1,0,"Figshare repository",3,4,4,4,0,0,NA,"pdf/396.pdf"
56,"Multilevel genomics of colorectal cancers with microsatellite instability—clinical impact of JAK1 mutations and consensus molecular subtype 1","10.1186/s13073-017-0434-0","Tomlinson","IGC (Edinburgh Cancer Research)","Genome Medicine",2017,1,"1",1,0,0,"Geo",3,4,4,4,NA,0,1,"pdf/56.pdf"
318,"Inhibition of glycolysis and mitochondrial respiration promotes radiosensitisation of neuroblastoma and glioma cells","10.1186/s40170-021-00258-5","Karl Burgess","IQB3","Molecular Pharmacology",2021,1,NA,0,0,0,"Supplementary material",2,2,4,4,NA,NA,NA,"pdf/318.pdf"
477,"Distinct Wnt-driven primitive streak-like populations reflect in vivo lineage precursors","10.1242/dev.101014","Lowell","CRM","Development",2014,1,"2",NA,0,0,"B",3,4,4,4,0,1,NA,"pdf/477.pdf"
450,"Regeneration of the aged thymus by a single transcription factor","10.1242/dev.103614","Blackburn","CRM","Development",2014,1,"2",NA,1,0,"S",1,1,1,1,0,1,NA,"pdf/450.pdf"
537,"Shh and ZRS enhancer colocalisation is specific to the zone of polarizing activity","10.1242/dev.139188","Bickmore","HGU","Development",2016,1,NA,1,1,1,"B",3,4,3,4,0,1,NA,"pdf/537.pdf"
470,"Klf5 maintains the balance of primitive endoderm versus epiblast specification during mouse embryonic development by suppression of Fgf4","10.1242/dev.150755","Kunath","CRM","Development",2017,1,"2",1,0,0,"PR",3,4,4,4,0,1,0,"pdf/470.pdf"
463,"Transcriptionally dynamic progenitor populations organised around a stable niche drive axial patterning","10.1242/dev.168161","Wilson","CRM","Development",2019,1,"2",1,1,0,"B",4,4,4,4,0,1,NA,"pdf/463.pdf"
455,"Canonical notch signaling controls the early thymic epithelial progenitor cell state and emergence of the medullary epithelial lineage in fetal thymus development","10.1242/dev.178582","Blackburn","CRM","Development ",2020,1,"2",1,1,1,"B",3,4,4,4,0,1,NA,"pdf/455.pdf"
540,"Developmentally regulated Shh expression is robust to TAD perturbations","10.1242/dev.179523","Bickmore","HGU","Development",2019,1,"2",1,1,1,"B",3,4,4,3,0,1,NA,"pdf/540.pdf"
484,"Twist1 interacts with beta/delta-Catenins during neural tube development and regulates fate transition in cranial neural crest cells","10.1242/dev.200068","Lowell","CRM","Development",2022,0,NA,NA,0,1,NA,1,1,1,1,0,1,NA,"pdf/484.pdf"
533,"Aldh2 is a lineage-specific metabolic gatekeeper in melanocyte stem cells","10.1242/dev.200277","Patton","HGU","Development",2022,1,"2",1,1,1,"B",4,4,4,4,1,1,NA,"pdf/533.pdf"
47,"Use of a genetically engineered mouse model as a preclinical tool for HER2 breast cancer","10.1242/dmm.023143","Brunton","IGC (Edinburgh Cancer Research)","Disease Models and Mechanisms",2016,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/47.pdf"
195,"SKOR1 mediates FER kinase-dependent invasive growth of breast cancer cells","10.1242/jcs.260243","Brunton","IGC (Edinburgh Cancer Research)","Journal of Cell Science",2023,1,"0",1,0,1,"supp",2,3,2,2,0,NA,NA,"pdf/195.pdf"
38,"Efficient and versatile CRISPR engineering of human neurons in culture to model neurological disorders","10.12688/wellcomeopenres.10011.1","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Wellcome Open Research",2016,1,NA,1,0,0,"Zenodo",3,4,4,4,1,1,NA,"pdf/38.pdf"
458,"In vitro generation of neuromesodermal progenitors reveals distinct roles for wnt signalling in the specification of spinal cord and paraxial mesoderm identity","10.1371/journal.pbio.1001937","Wilson","CRM","PLoS Biology",2014,1,"1",1,0,0,"B",4,4,4,4,1,1,0,"pdf/458.pdf"
514,"Pax6 limits the competence of developing cerebral cortical cells to respond to inductive intercellular signals","10.1371/journal.pbio.3001563","Henderson","HGU","Plos Biology",2022,1,"1",1,0,1,"PR",4,4,4,4,1,1,NA,"pdf/514.pdf"
366,"Multiple nutrient transporters enable cells to mitigate a rate-affinity tradeoff","10.1371/journal.pcbi.1010060","Peter Swain","IQB3","PLOS Computational Biology",2022,1,"1",1,1,0,"Edinburgh Uni datashare, Supplementary info",4,4,4,4,NA,NA,NA,"pdf/366.pdf"
362,"Analysing and meta-analysing time-series data of microbial growth and gene expression from plate readers","10.1371/journal.pcbi.1010138","Peter Swain","IQB3","PLOS COMPUTATIONAL BIOLOGY",2022,1,"1",1,1,0,"Edinburgh Uni datashare, Supplementary info",2,2,4,4,NA,NA,NA,"pdf/362.pdf"
411,"The HY5-PIF Regulatory Module Coordinates Light and Temperature Control of Photosynthetic Gene Transcription","10.1371/journal.pgen.1004416","Karen Halliday","Other","PLOS Genetics",2014,1,NA,NA,1,0,"Figshare",2,3,4,4,0,1,NA,"pdf/411.pdf"
426,"Branch Migration Prevents DNA Loss during Double-Strand Break Repair","10.1371/journal.pgen.1004485","David Leach","Other","PLOS genetics",2014,1,NA,NA,1,0,"Public repository and supplementary data",2,3,4,4,1,0,NA,"pdf/426.pdf"
424,"RecG Directs DNA Synthesis during Double-Strand Break Repair","10.1371/journal.pgen.1005799","David Leach","Other","PLOS genetics",2016,1,NA,NA,1,0,"Public repository and supplementary data",2,3,4,4,0,0,NA,"pdf/424.pdf"
423,"Division-induced DNA double strand breaks in the chromosome terminus region of Escherichia coli lacking RecBCD DNA repair enzyme","10.1371/journal.pgen.1006895","David Leach","Other","PLOS genetics",2017,1,NA,1,0,0,"Public repository and supplementary data",4,2,4,4,0,1,NA,"pdf/423.pdf"
489,"Tex19.1 Promotes Spo11-Dependent Meiotic Recombination in Mouse Spermatocytes","10.1371/journal.pgen.1006904","Adams","HGU","PLoS Genetics",2017,1,"0",1,1,1,NA,1,1,1,1,0,1,NA,"pdf/489.pdf"
528,"Loss of the chromatin modifier Kdm2aa causes BrafV600E-independent spontaneous melanoma in zebrafish","10.1371/journal.pgen.1006959","Patton","HGU","Plos Genetics",2017,1,"2",1,0,0,"B",4,4,4,4,0,1,NA,"pdf/528.pdf"
79,"Identification of expression quantitative trait loci associated with schizophrenia and affective disorders in normal brain tissue ","10.1371/journal.pgen.1007607","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","PLoS Genetics",2018,1,"1",1,1,1,"https://www.med.unc.edu",4,3,4,4,NA,NA,1,"pdf/79.pdf"
530,"Endothelin receptor Aa regulates proliferation and differentiation of Erb-dependant pigment progenitors in zebrafish","10.1371/journal.pgen.1007941","Patton","HGU","Plos Genetics",2019,1,"0",1,0,1,"IR",3,4,3,4,1,1,NA,"pdf/530.pdf"
425,"DNA double strand break repair in Escherichia coli perturbs cell division and chromosome dynamics","10.1371/journal.pgen.1008473","David Leach","Other","PLOS genetics",2020,1,"1",1,1,0,"Public repository and supplementary data",3,4,4,4,1,1,NA,"pdf/425.pdf"
144,"Expression of the cancer-associated DNA polymerase ε P286R in fission yeast leads to translesion synthesis polymerase dependent hypermutation and defective DNA replication ","10.1371/journal.pgen.1009526","Tomlinson","IGC (Edinburgh Cancer Research)","PLoS Genetics",2021,1,"0",1,0,1,"Gene Expression Omnibus",3,4,4,4,0,1,NA,"pdf/144.pdf"
405,"Recombinant Plants Provide a New Approach to the Production of Bacterial Polysaccharide for Vaccines","10.1371/journal.pone.0088144","Stephen Fry","Other","PLOS ONE",2014,1,NA,NA,0,0,"Figshare repository",2,2,4,4,0,NA,NA,"pdf/405.pdf"
8,"The histone lysine demethylase JMJD3/KDM6B Is recruited to p53 bound promoters and enhancer elements in a p53 dependent manner","10.1371/journal.pone.0096545","Rappsilber","SBS (Institute of Cell Biology)","PLoS ONE",2014,1,"1",NA,0,0,"supp",2,4,4,4,0,1,1,"pdf/8.pdf"
368,"A Microfluidic System for Studying Ageing and Dynamic Single-Cell Responses in Budding Yeast","10.1371/journal.pone.0100042","Peter Swain","IQB3","PLOS Computational Biology",2014,1,NA,NA,1,0,"Supplementary info",2,2,4,4,0,NA,NA,"pdf/368.pdf"
430,"Repair on the Go: E. coli Maintains a High Proliferation Rate while Repairing a Chronic DNA Double-Strand Break","10.1371/journal.pone.0110784","David Leach","Other","PLOS One",2014,1,NA,1,1,0,"Public repository and supplementary data",2,2,4,4,1,0,NA,"pdf/430.pdf"
5,"Characterisation of Translation Elongation Factor eEF1B Subunit Expression in Mammalian Cells and Tissues and Co-Localisation with eEF1A2","10.1371/journal.pone.0114117","Abbott","IGC (Centre for Genomic and Experimental Medicine)","PLoS ONE",2014,1,NA,1,0,0,NA,1,1,1,1,0,NA,NA,"pdf/5.pdf"
506,"Acute Liver Injury Is Independent of B Cells or Immunoglobulin M","10.1371/journal.pone.0138688","Henderson","HGU","Plos one",2015,1,NA,1,0,0,NA,1,1,1,1,0,0,0,"pdf/506.pdf"
451,"Foxn1 Is Dynamically Regulated in Thymic Epithelial Cells during Embryogenesis and at the Onset of Thymic Involution","10.1371/journal.pone.0151666","Blackburn","CRM","PLoS One",2016,1,NA,1,1,0,"S",1,1,1,1,NA,1,NA,"pdf/451.pdf"
321,"16S rRNA gene metabarcoding and TEM reveals different ecological strategies within the genus Neogloboquadrina (planktonic foraminifer)","10.1371/journal.pone.0191653","Andrew Free","IQB3","PLoS ONE",2018,1,NA,1,0,0,"SRA, Supporting information",3,4,4,4,NA,1,NA,"pdf/321.pdf"
370,"Resolving fluorescent species by their brightness and diffusion using correlated photon-counting histograms","10.1371/journal.pone.0226063","Peter Swain","IQB3","PLOS ONE",2019,1,"1",1,0,0,"Not scored",1,1,1,1,NA,NA,NA,"pdf/370.pdf"
142,"Identification and functional modelling of plausibly causative cis-regulatory variants in a highly-selected cohort with X-linked intellectual disability","10.1371/journal.pone.0256181","Abbott","IGC (Centre for Genomic and Experimental Medicine)","PLoS ONE",2021,1,"1",1,0,1,"Gene Expression Omnibus",2,4,4,4,0,0,0,"pdf/142.pdf"
485,"Pax6 mutant cerebral organoids partially recapitulate phenotypes of Pax6 mutant mouse strains","10.1371/journal.pone.0278147","Lowell","CRM","Plos One",2022,1,NA,1,0,1,"B",4,4,4,4,0,0,NA,"pdf/485.pdf"
394,"Radical genome remodelling accompanied the emergence of a novel host-restricted bacterial pathogen","10.1371/journal.ppat.1009606","Sander Granneman","IQB3","PLOS pathogens",2021,0,NA,1,1,0,"Repository and supplementary material",4,4,4,4,NA,1,NA,"pdf/394.pdf"
538,"A mechanism of cohesin‐dependent loop extrusion organizes zygotic genome architecture","10.15252/embj.201798083","Bickmore","HGU","The European Molecular Biology Organization Journal (EMBO)",2017,1,"1",1,0,1,"B",3,4,4,4,1,1,NA,"pdf/538.pdf"
432,"Growth‐dependent heterogeneity in the DNA damage response in Escherichia coli","10.15252/msb.202110441","Teuta Pilizota","Other","Molecular systems biology",2022,1,"1",1,1,1,"Public repository and supplementary data",4,3,4,4,1,NA,NA,"pdf/432.pdf"
42,"Mutational activation of BRAF confers sensitivity to transforming growth factor beta inhibitors in human cancer cells","10.18632/oncotarget.13226","Frame","IGC (Edinburgh Cancer Research)","Oncotarget",2016,1,NA,NA,0,0,"supp",2,2,2,4,0,NA,0,"pdf/42.pdf"
