"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath","txt_filepath","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","Method"
171,"Random forest modelling demonstrates microglial and protein misfolding features to be key phenotypic markers in C9orf72‐ALS","10.1002/path.6008","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","The Journal of Pathology",2022,1,1,1,0,1,"figshare ",4,4,4,4,1,NA,1,"pdf/171.pdf","txt/171.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
172,"Chemical interrogation of nuclear size identifies compounds with cancer cell line specific effects on migration and invasion","10.1021/acschembio.2c00004","Schirmer","SBS (Institute of Cell Biology)","ACS Chemical Biology",2022,1,1,NA,1,1,"pubs.acs.org, SUPP",2,3,4,4,0,NA,NA,"pdf/172.pdf","txt/172.txt",TRUE,"general-purpose repository, supplement",TRUE,"the python code used to small and large metric values for all dmso control and compound wells achieve this data curation is available at https://github.com/ (figure 1b central plot red-shaded areas).   table s2) (xlsx","the python code used to small and large metric values for all dmso control and compound wells achieve this data curation is available at https://github.com/ (figure 1b central plot red-shaded areas).","oddpub"
173,"Metabolic, fibrotic, and splicing pathways are all altered in Emery-Dreifuss muscular dystrophy spectrum patients to differing degrees","10.1093/hmg/ddac264","Schirmer","SBS (Institute of Cell Biology)","Human Molecular Genetics",2022,1,NA,1,1,1,"GEO ",3,4,4,4,NA,1,0,"pdf/173.pdf","txt/173.txt",TRUE,"field-specific repository, data availability statement",FALSE,"oxygen consumption rates and extracellular acidifica- tion rates were measured using the mito stress test kit and data availability the glycolysis stress test kit (agilent technologies #103020-100) bakay et al. muscular dystrophy dataset is available at ncbi geo respectively according to the manufacturer’s instructions.      data availability the glycolysis stress test kit (agilent technologies #103020",NA,"oddpub"
174,"Genomic loci mispositioning in Tmem120a knockout mice yields latent lipodystrophy","10.1038/s41467-021-27869-2","Schirmer","SBS (Institute of Cell Biology)","Nature Communications",2022,1,NA,0,1,1,"GEO",3,4,4,4,0,1,NA,"pdf/174.pdf","txt/174.txt",TRUE,"field-specific repository, supplement",FALSE,"306 e945–e964 (2014). accession number gse147016 damid data is available through the gene expression 24.   focusing on go-terms associated with in our mice fasting triglyceride and free fatty acid levels were the most downregulated genes revealed that gene functions reduced comparable between genotypes on both diets (fig. 2h i and more than 10-fold included gluconeogenesis and aromatic amino supplementary data 1).;     4000 p=0.040 1500 1500 3000 3000 p=0.008 p=0.005 1000 p=0.015 1000 2000 2000 n.s . 1000 500 500 1000 n.s. 0 0 0 0 0 20 40 60 80 100 basal atp leak 0 20 40 60 80 100 120 atp leak time [minutes] maximal time [minutes] pyruvate maximal respiration dependent respiration supplementary data 3).;     roughly a third differentiation (fig. 5a and supplementary data 3).;     intersecting the set of genes expression (fig. 5b c; supplementary data 3).;     the encoding muscle myosin heavy chain 1 and 2 (myh1 and repositioning of both dctd and fh1 was conﬁrmed by fish myh2) calcium-activated chloride channel ano5 that is (fig. 5f and supplementary fig. 5c). mutated in limb-girdle muscular dystrophy58 myo18b and notably it could be observed in some of the damid traces unc13c that are all recruited to the ne and repressed in 3t3-l1 (fig. 5d e) that there were differences between the tmem120a adipogenesis (supplementary fig. 5d and supplementary data 3 knockdown and the tmem120a/tmem120b double knockdown. and 4).;     see also supplementary data 5.;     indeed rna-seq on the mouse iwat (supplementary data 5).;     the strongest decrease was 9.2-fold and indicated changes in lncrna levels (supplementary data 2) the average fold change was 3.3-fold.;     finally mir-151- levels of 717 mirnas were determined in control and 3p mir-466f mir-139-5p mir-219 mir-29b mir-25 and knockout mouse iwat by high-throughput qpcr (fig. 6d and mir-370 are all linked to diabetes71–77 consistent with the supplementary data 5).;     links were in ad-tmem120a−/− mice. found for 19 (24.1%) to myogenesis 9 (11.4%) to adipogenesis of these 160 mis-expressed mirnas 67% were found in serum and 25 (31.6%) to insulin resistance or obesity (supplementary from adicerko mouse a lipodystrophic mouse and 9 were data 5 sheets 12). mir-339-3p the most upregulated was misregulated in serum from human lipodystrophy patients78 increased over 20-fold and affects akt signalling pathways (supplementary data 5 sheet 1).;     the next most upregulated encoding them were under positional regulation according to the 10 nature communications | (2022)13:321 | https://doi.org/10.1038/s41467-021-27869-2 | www.nature.com/naturecommunications nature communications | https://doi.org/10.1038/s41467-021-27869-2 article damid data (supplementary data 5 sheet 1).;     this was not only the case for the recent ﬁndings of point mutations in muscle-speciﬁc nets with speciﬁc mirnas shown but for the wider set found to change in parallel genome-organizing functions in emery-dreyfuss muscular the knockout (supplementary data 5 sheet 3). dystrophy88 that similarly has variants caused by lmna mutations.",NA,"oddpub"
175,"Toll-like receptor orchestrates a tumor suppressor response in non-small cell lung cancer","10.1016/j.celrep.2022.111596","Frame","IGC (Edinburgh Cancer Research)","Cell Reports",2022,1,NA,0,0,1,NA,1,1,1,1,0,NA,0,"pdf/175.pdf","txt/175.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
176,"Human genetic defects in SRP19 and SRPRA cause severe congenital neutropenia with distinctive proteome changes","10.1182/blood.2022016783","Rappsilber","SBS (Institute of Cell Biology)","Blood",2022,1,1,NA,0,0,"supp",2,4,4,4,0,0,0,"pdf/176.pdf","txt/176.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
177,"A large population sample of African HIV genomes from the 1980s reveals a reduction in subtype D over time associated with propensity for CXCR4 tropism","10.1186/s12977-022-00612-5","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Retrovirology                                            (BMC Springer Nature)",2022,1,NA,1,0,0,"GenBank ",3,4,4,4,NA,1,0,"pdf/177.pdf","txt/177.txt",TRUE,"field-specific repository, supplement, data availability statement",TRUE,"we propose that selection acted in genbank (numbers op039379:op039487) and partial sequences against viruses most likely to encode the x4 phenotype (op39488:op039526) and read data are available on request.     additional file 7: subtype a1 fasta availability of data and materials near full-length genome consensus sequences have been deposited exposure window [26]. we propose that selection acted in genbank (numbers op039379","differences in length genome version) is available from (https://​github.​com/​veg/​hyphy-​ analy​ses). co-receptor switching propensity is therefore a very com- pelling explanation for the dramatic reduction in subtype d over time and its association with more rapid disease declarations progression as reported by various ugandan cohort stud- ethics approval and consent to participate ies from the twentieth century.","oddpub"
178,"Detection of HIV-1 Transmission Clusters from Dried Blood Spots within a Universal Test-and-Treat Trial in East Africa","10.3390/v14081673","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Viruses (Multidisciplinary Digital Publishing Institute MDPI)",2022,1,1,1,1,0,"GenBank",4,4,4,4,NA,1,1,"pdf/178.pdf","txt/178.txt",TRUE,"field-specific repository, data availability statement",FALSE,"data availability statement: sequence data analysed in this study have been submitted to genbank under accession numbers on501128-on502164.      data availability statement: sequence data analysed in this study have been submitted to genbank under accession numbers on501128",NA,"oddpub"
179,"A fluorogenic probe for granzyme B enables in-biopsy evaluation and screening of response to anticancer immunotherapies","10.1038/s41467-022-29691-w","Frame","IGC (Edinburgh Cancer Research)","Nature Communications",2022,1,NA,0,0,0,"Maestro and AMBER1",3,3,3,4,1,NA,NA,"pdf/179.pdf","txt/179.txt",TRUE,"data availability statement",FALSE,"data availability and b reveal granzyme b is a major effector of natural killer cell-mediated lysis models were built with maestro and amber16 using pdb id. 1iau",NA,"oddpub"
180,"Reversible Myc hypomorphism identifies a key Myc-dependency in early cancer evolution","10.1038/s41467-022-34079-x","Arends","IGC (Edinburgh Cancer Research)","Nature Communications",2022,1,NA,1,0,0,"ArrayExpress ",3,4,4,4,0,1,NA,"pdf/180.pdf","txt/180.txt",TRUE,"field-specific repository, data availability statement",FALSE,"the data availability following primary antibodies were used: myc (ab32072; abcam the rna-seq data generated and analysed in this study have been 1:2000 dilution) and β-actin (sc-69879 santa-cruz biotechnology deposited in the arrayexpress database at embl-ebi (www.ebi.ac.uk/ 1:5000 dilution).      data availability following primary antibodies were used: myc (ab32072; abcam the rna-seq data generated and analysed in this study have been 1:2000 dilution) and β-actin (sc-69879",NA,"oddpub"
181,"Myc sensitises cells to apoptosis by driving energetic demand","10.1038/s41467-022-32368-z","Arends","IGC (Edinburgh Cancer Research)","Nature Communications",2022,1,1,0,0,0,"ProteomeXchange ",3,4,4,4,0,NA,0,"pdf/181.pdf","txt/181.txt",TRUE,"field-specific repository",FALSE,"rt-qpcr rna was extracted using an rneasy mini kit (qiagen) and reverse data availability transcribed using qscript cdna supermix (quanta biosciences) the mass spectrometry proteomics data have been deposited to the according to the manufacturer’s protocol. qpcr was performed on a proteomexchange consortium via the pride partner repository with stepone rt-pcr system (thermofisher) using sybr select master mix the dataset identiﬁer pxd034517.",NA,"oddpub"
182,"PTEN protein phosphatase activity is not required for tumour suppression in the mouse prostate","10.3390/biom12101511","Arends","IGC (Edinburgh Cancer Research)","Biomolecules",2022,1,NA,0,0,0,"supp",2,3,3,4,0,0,NA,"pdf/182.pdf","txt/182.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
183,"Extracellular release of two peptidases dominates generation of the trypanosome quorum-sensing signal","10.1038/s41467-022-31057-1","Matthews","Edinburgh Infectious Diseases Organisation","Nature Communications                   (Nature)",2022,1,NA,0,1,1,"ProteomeXchange ",3,4,4,4,0,NA,NA,"pdf/183.pdf","txt/183.txt",TRUE,"supplement",FALSE,"consistent with this model basement exclusively detected at 6 h whereas 83 proteins were common membrane extracts support efﬁcient parasite differentiation in between the two differentiation-enriched released proteomes. 19 culture the enriched extracellular matrix components acting as proteins were common between all of the datasets (i.e. slender likely substrates of released proteases1314. stumpy 3 h and 6 h differentiation) (supplementary data 2).  tables 2 3 4 and 5. over 90 min. raw data",NA,"oddpub"
184,"The genomic basis of host and vector specificity in non-pathogenic trypanosomatids","10.1242/bio.059237","Matthews","Edinburgh Infectious Diseases Organisation","Biology Open                                               (The Company of Biologists)",2022,1,NA,1,0,1,"BioProject ",4,4,4,4,NA,1,NA,"pdf/184.pdf","txt/184.txt",FALSE,NA,TRUE,NA,"a species tree was produced by stag and stride as part of the (vaser et al. 2017) followed by one round of medaka (available at https:// orthofinder analysis (emms and kelly 2017 2018) which was visualised github.com/nanoporetech/medaka) were performed.;     a blastn search was performed using these assessed using scaffold_stats.pl (available at https://github.com/sujaikumar/ vsg sequences as the query and the t. melophagium genome as the assemblage) and busco (seppey et al. 2019).;     every contig had a diamond hit to sequences from the ggplot2.tidyverse.org) and ggrepel (available at http://github.com/slowkow/ trypanosoma genus.;     the assembly statistics of the 44 genomes were assessed using scaffold_stats.pl (available at https://github.com/sujaikumar/assemblage).","oddpub"
185,"Efficacy of Cathelicidin-Mimetic Antimicrobial Peptoids against Staphylococcus aureus","10.1128/spectrum.00534-22","Moule","Edinburgh Infectious Diseases Organisation","Microbiology Spectrum                                 (American Society for Microbiology)",2022,1,0,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/185.pdf","txt/185.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
186,"Organization of minicircle cassettes and guide RNA genes in Trypanosoma brucei","10.1261/rna.079022.121","Savill","Edinburgh Infectious Diseases Organisation","RNA",2022,1,NA,1,1,1,"figshare",3,4,4,4,NA,1,NA,"pdf/186.pdf","txt/186.txt",TRUE,"field-specific repository, general-purpose repository, data availability statement",TRUE,"guide rna 1125 maxicircle fragment was submitted to genbank (accession genes were identified for the twelve edited mrnas and the alter- number mk584625). native versions of a6 and nd8.;     all assembled minicircles are available in a genbank file on to validate grna genes mitochondrial small rna transcripts figshare (https://doi.org/10.6084/m9.figshare.16885363). from bsf and pcf cells were pooled and mapped to minicircles 988 rna (2022) vol. se- reverse repeat of cassette ii and the forward repeat of cas- quence data are available at https://doi.org/10.6084/m9 sette iv is just as high as between repeats within cassettes. .figshare.7756808.v1.;     all vsearch cluster_fast with parameters id = 0.95 and qmask = none. alignments are available as plain text files on figshare (https to determine the quality of assemblies input reads were ://doi.org/10.6084/m9.figshare.16885363) and as a jbrowse in- mapped onto the assembled minicircles using the bwa program stance on http://hank.bio.ed.ac.uk. “bwamem” with -k 30 and other parameters set to default (li 2013).;     all assembled minicircles are available in a genbank file on to validate grna genes mitochondrial small rna transcripts figshare (https://doi.org/10.6084/m9.figshare.16885363). from bsf and pcf cells were pooled and mapped to minicircles 988 rna (2022) vol.;     all alignments distributions in figure 13b and d; they are given by the area are available as plain text files on figshare (https://doi.org/10 under the normal curve between 30 and 33 i.e. p = φ((33 − μ)/ .6084/m9.figshare.16885363) and as a jbrowse instance on http σ) − φ((30 − μ)/σ) where φ is the normal cumulative distribution ://hank.bio.ed.ac.uk.     data deposition scripts of a nonexpressed grna gene are randomly distributed sequence data are available at https://doi","code is available antat1.1 90.13 (wt atpase subunit γ replacement) and from the at https://github.com/nicksavill/kdna-annotation.","oddpub"
187,"Deep kinetoplast genome analyses result in a novel molecular assay for detecting Trypanosoma brucei gambiense-specific minicircles","10.1093/nargab/lqac081","Savill","Edinburgh Infectious Diseases Organisation","NAR Genomics and Bioinformatics (Oxford Academic)",2022,1,1,1,0,1,"tritrypdb.org,  European Nucleotide Archive",4,3,4,4,NA,1,NA,"pdf/187.pdf","txt/187.txt",TRUE,"field-specific repository, general-purpose repository",TRUE,"the achieved by extracting the representative sequences (cluster presence of tgsgp and sra genes in the assembled contigs centroids) of all clusters identified at 97% identity with downloaded from https://academic.oup.com/nargab/article/4/4/lqac081/6764291 by university of edinburgh user on 14 june 2024 was then confirmed through a local blast search (48) vsearch v2.14.2 (51). using publicly available nucleotide sequences of tgsgp (21) the quality of the minicircle assembly was assessed by re- (ncbi accession number: fn555993) and sra (2) (ncbi aligning the unmapped reads to the assembled minicircles accession number: z37159) with the following parameters: using smalt.;     data availability funding sequence reads generated within the context of this study p.b. received financial support from the bill & melinda have been deposited in the european nucleotide archive gates foundation [opp1174221]; itm’s sofi program under accession number prjeb49966 (https://www.ebi.ac. supported by the flemish government science & uk/ena/browser/view/prjeb49966).;     the sequence of the innovation [ewi sofi-2018 ‘cryptic human and animal tbg1-specific minicircle mo 078 was deposited to ncbi reservoirs compromise the sustained elimination of under accession number om238297.  scripts used for gambiense-human african trypanosomiasis in the processing wgs data in this study are available at https:// democratic republic of the congo’]; f.v.db. was github.com/geertsmanon/g-qpcr.","scripts used for gambiense-human african trypanosomiasis in the processing wgs data in this study are available at https:// democratic republic of the congo’]; f.v.db. was github.com/geertsmanon/g-qpcr.","oddpub"
188,"Oncogene expression from extrachromosomal DNA is driven by copy number amplification and does not require spatial clustering in glioblastoma stem cells","10.7554/eLife.80207","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","eLife",2022,1,1,1,1,1,"GEO ",3,4,4,4,0,1,NA,"pdf/188.pdf","txt/188.txt",TRUE,"field-specific repository, general-purpose repository, data availability statement",TRUE,"doi: https://doi.org/10.7554/elife.80207  14 of 24 research article﻿﻿﻿﻿﻿﻿ chromosomes and gene expression continued reagent type (species) or resource designation source or reference identifiers additional information sequence-­based mcherry_polr2g crrna and see materials and methods and reagent dsdna (donor) twist bioscience supplementary file 1 this paper glioma cellular genetics geo: gse215420 other wgs and rnaseq resource cruk uk see also: https://gcgr.org.uk see materials and methods code available at: https://​ github.com/igc-advanced-​ imaging-resource/​ other erosion territories analysis this paper purshouse2022_paper code available at: https://​ github.com/sjoerdvbeentjes/​ other cluster analysis this paper ripleyk code available at: https://​ github.com/kpurshouse/​ other rna-­seq/wgs analysis this paper ecdnacluster software algorithm graphpad prism 9.0 graphpad software inc https://www.graphpad.com/ software algorithm fcs express fcs express 7 https://denovosoftware.com/ software algorithm fiji/imagej open source https://imagej.net/fiji software algorithm biorender biorender https://biorender.com/ software algorithm python v3.9 open source https://www.python.org software algorithm algorithm - ripleyk package python package index https://pypi.org/project/ripleyk/ imaris microscopy software algorithm imaris x64 v9.4.0 image analysis software https://imaris.oxinst.com/ https://genome.cshlp.org/content/​ software algorithm ucsc genome browser kent et al. 2002  12/6/996 https://github.com/alexdobin/​ software algorithm star 2.7.1a dobin et al. 2013  star; dobin et al. 2013 https://broadinstitute.github.io/​ picard/ software algorithm picard broad institute rrid:scr_006525 version 2.23.2 https://github.com/​ virajbdeshpande/​ deshpande et al.  ampliconarchitect; deshpande software algorithm ampliconarchitect 2019 et al. 2019 (with python v2.7) https://github.com/jluebeck/​ ampliconclassifier (with python software algorithm ampliconclassifier kim et al. 2020  v2.7) https://deeptools.readthedocs.io/​ software algorithm deeptools v3.4 ramírez et al. 2016  en/develop/ software algorithm homer2 4.10 heinz et al. 2010  http://homer.ucsd.edu/homer/ software algorithm samtools v1.10 li et al. 2009  http://www.htslib.org http://code.google.com/p/​ software algorithm bedtools v2.3 quinlan and hall 2010 bedtools  https://doi.org/10.1093/​ software algorithm bcftools danecek et al. 2021  gigascience/giab008 https://doi.org/10.1038/s41592-​ software algorithm strelka v2.9.10 kim et al. 2018  018-0051-x lead contact further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contacts wendy bickmore (​ wendy.​bickmore@​ed.​ac.​uk) and steven pollard (​ steven.​;     wgs rna-­seq and ampliconarchitect data for gbm39 was taken from data made available via publication and in the ncbi sequence read archive (bioproject: prjna506071) (wu et al. 2019).;     • mdar checklist data availability wgs and rnaseq data have been deposited on ncbi geo under study accession number gse215420 and is publicly available as of the date of publication as indicated in the key resources all original code has been deposited as: https://github.com/igc-advanced-imaging-resource/​ purshouse2022_paper (copy archived at swh:1:rev:5b1a3920afa8e85132c94bcc6dfce94575f939ce) https://github.com/sjoerdvbeentjes/ripleyk (copy archived at swh:1:rev:1303af539403303786b- 6460fabef355e345ea6c9) https://github.com/kpurshouse/ecdnacluster (copy archived at swh:1:rev:9162a39f3c8e19e973eaedc50ad4e1d3dc570e90).  the code written to perform this analysis was formed using a script written in python (v3.9) and has been made available on github (see data availability).;     • mdar checklist data availability wgs and rnaseq data have been deposited on ncbi geo under study accession number gse215420 and is publicly available as of the date of publication as indicated in the key resources all original code has been deposited as: https://github.com/igc-advanced-imaging-resource/​ purshouse2022_paper (copy archived at swh:1:rev:5b1a3920afa8e85132c94bcc6dfce94575f939ce) https://github.com/sjoerdvbeentjes/ripleyk (copy archived at swh:1:rev:1303af539403303786b- 6460fabef355e345ea6c9) https://github.com/kpurshouse/ecdnacluster (copy archived at swh:1:rev:9162a39f3c8e19e973eaedc50ad4e1d3dc570e90).    data availability wgs and rnaseq data have been deposited on ncbi geo under study accession number gse215420","doi: https://doi.org/10.7554/elife.80207  14 of 24 research article﻿﻿﻿﻿﻿﻿ chromosomes and gene expression continued reagent type (species) or resource designation source or reference identifiers additional information sequence-­based mcherry_polr2g crrna and see materials and methods and reagent dsdna (donor) twist bioscience supplementary file 1 this paper glioma cellular genetics geo: gse215420 other wgs and rnaseq resource cruk uk see also: https://gcgr.org.uk see materials and methods code available at: https://​ github.com/igc-advanced-​ imaging-resource/​ other erosion territories analysis this paper purshouse2022_paper code available at: https://​ github.com/sjoerdvbeentjes/​ other cluster analysis this paper ripleyk code available at: https://​ github.com/kpurshouse/​ other rna-­seq/wgs analysis this paper ecdnacluster software algorithm graphpad prism 9.0 graphpad software inc https://www.graphpad.com/ software algorithm fcs express fcs express 7 https://denovosoftware.com/ software algorithm fiji/imagej open source https://imagej.net/fiji software algorithm biorender biorender https://biorender.com/ software algorithm python v3.9 open source https://www.python.org software algorithm algorithm - ripleyk package python package index https://pypi.org/project/ripleyk/ imaris microscopy software algorithm imaris x64 v9.4.0 image analysis software https://imaris.oxinst.com/ https://genome.cshlp.org/content/​ software algorithm ucsc genome browser kent et al. 2002  12/6/996 https://github.com/alexdobin/​ software algorithm star 2.7.1a dobin et al. 2013  star; dobin et al. 2013 https://broadinstitute.github.io/​ picard/ software algorithm picard broad institute rrid:scr_006525 version 2.23.2 https://github.com/​ virajbdeshpande/​ deshpande et al.  ampliconarchitect; deshpande software algorithm ampliconarchitect 2019 et al. 2019 (with python v2.7) https://github.com/jluebeck/​ ampliconclassifier (with python software algorithm ampliconclassifier kim et al. 2020  v2.7) https://deeptools.readthedocs.io/​ software algorithm deeptools v3.4 ramírez et al. 2016  en/develop/ software algorithm homer2 4.10 heinz et al. 2010  http://homer.ucsd.edu/homer/ software algorithm samtools v1.10 li et al. 2009  http://www.htslib.org http://code.google.com/p/​ software algorithm bedtools v2.3 quinlan and hall 2010 bedtools  https://doi.org/10.1093/​ software algorithm bcftools danecek et al. 2021  gigascience/giab008 https://doi.org/10.1038/s41592-​ software algorithm strelka v2.9.10 kim et al. 2018  018-0051-x lead contact further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contacts wendy bickmore (​ wendy.​bickmore@​ed.​ac.​uk) and steven pollard (​ steven.​;     the code written to perform this analysis was formed using a script written in python (v3.9) and has been made available on github (see data availability).;     • mdar checklist data availability wgs and rnaseq data have been deposited on ncbi geo under study accession number gse215420 and is publicly available as of the date of publication as indicated in the key resources all original code has been deposited as: https://github.com/igc-advanced-imaging-resource/​ purshouse2022_paper (copy archived at swh:1:rev:5b1a3920afa8e85132c94bcc6dfce94575f939ce) https://github.com/sjoerdvbeentjes/ripleyk (copy archived at swh:1:rev:1303af539403303786b- 6460fabef355e345ea6c9) https://github.com/kpurshouse/ecdnacluster (copy archived at swh:1:rev:9162a39f3c8e19e973eaedc50ad4e1d3dc570e90). doi: https://doi.org/10.7554/elife.80207  14 of 24 research article﻿﻿﻿﻿﻿﻿ chromosomes and gene expression continued reagent type (species) or resource designation source or reference identifiers additional information sequence-­based mcherry_polr2g crrna and see materials and methods and reagent dsdna (donor) twist bioscience supplementary file 1 this paper glioma cellular genetics geo: gse215420 other wgs and rnaseq resource cruk uk see also: https://gcgr.org.uk see materials and methods code available at: https://​ github.com/igc-advanced-​ imaging-resource/​ other erosion territories analysis this paper purshouse2022_paper code available at: https://​ github.com/sjoerdvbeentjes/​ other cluster analysis this paper ripleyk code available at: https://​ github.com/kpurshouse/​ other rna-­seq/wgs analysis this paper ecdnacluster software algorithm graphpad prism 9.0 graphpad software inc https://www.graphpad.com/ software algorithm fcs express fcs express 7 https://denovosoftware.com/ software algorithm fiji/imagej open source https://imagej.net/fiji software algorithm biorender biorender https://biorender.com/ software algorithm python v3.9 open source https://www.python.org software algorithm algorithm - ripleyk package python package index https://pypi.org/project/ripleyk/ imaris microscopy software algorithm imaris x64 v9.4.0 image analysis software https://imaris.oxinst.com/ https://genome.cshlp.org/content/​ software algorithm ucsc genome browser kent et al. 2002  12/6/996 https://github.com/alexdobin/​ software algorithm star 2.7.1a dobin et al. 2013  star; dobin et al. 2013 https://broadinstitute.github.io/​ picard/ software algorithm picard broad institute rrid:scr_006525 version 2.23.2 https://github.com/​ virajbdeshpande/​ deshpande et al.  ampliconarchitect; deshpande software algorithm ampliconarchitect 2019 et al. 2019 (with python v2.7) https://github.com/jluebeck/​ ampliconclassifier (with python software algorithm ampliconclassifier kim et al. 2020  v2.7) https://deeptools.readthedocs.io/​ software algorithm deeptools v3.4 ramírez et al. 2016  en/develop/ software algorithm homer2 4.10 heinz et al. 2010  http://homer.ucsd.edu/homer/ software algorithm samtools v1.10 li et al. 2009  http://www.htslib.org http://code.google.com/p/​ software algorithm bedtools v2.3 quinlan and hall 2010 bedtools  https://doi.org/10.1093/​ software algorithm bcftools danecek et al. 2021  gigascience/giab008 https://doi.org/10.1038/s41592-​ software algorithm strelka v2.9.10 kim et al. 2018  018-0051-x lead contact further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contacts wendy bickmore (​ wendy.​bickmore@​ed.​ac.​uk) and steven pollard (​ steven.​","oddpub"
189,"Alpha-synuclein supports type 1 interferon signalling in neurons and brain tissue","10.1093/brain/awac192","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Brain",2022,1,0,1,0,1,"GEO ",2,4,4,4,0,1,NA,"pdf/189.pdf","txt/189.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
190,"Protein aggregation and calcium dysregulation are hallmarks of familial Parkinson’s disease in midbrain dopaminergic neurons","10.1038/s41531-022-00423-7","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","npj Parkinson's Disease",2022,1,1,1,0,1,"Zenodo ",3,4,4,4,0,1,0,"pdf/190.pdf","txt/190.txt",TRUE,"general-purpose repository, data availability statement",TRUE,"cells were washed once code used for analysis has been deposited online: (https://doi.org/ with pbs before being detached into a single-cell suspension 10.5281/zenodo.7260558) (https://github.com/strohstern/transcr using accutase (gibcotm).;     data availability all graphs and traces were plotted on prism 8 (graphpad) the data that support the ﬁndings of this study are available on the open-access (rrid:scr_002798 http://www.graphpad.com/). repository zenodo https://doi.org/10.5281/zenodo.7138359.;     finally any localisations with a precision analysis has been deposited online: (https://doi.org/10.5281/zenodo.7123756). lower than 20 nm were discarded.     data availability all graphs and traces were plotted on prism 8 (graphpad) the data that support the ﬁndings of this study are available on the open-access (rrid:scr_002798","cells were washed once code used for analysis has been deposited online: (https://doi.org/ with pbs before being detached into a single-cell suspension 10.5281/zenodo.7260558) (https://github.com/strohstern/transcr using accutase (gibcotm).","oddpub"
191,"Pathological structural conversion of α-synuclein at the mitochondria induces neuronal toxicity","10.1038/s41593-022-01140-3","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Neuroscience",2022,1,1,1,0,1,"Zenodo ",4,3,4,4,1,NA,1,"pdf/191.pdf","txt/191.txt",TRUE,"field-specific repository, general-purpose repository, data availability statement",FALSE,"this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets march 2021 - a description of any restrictions on data availability - for clinical datasets or third party data please ensure that the statement adheres to our policy data that support the findings of this study were publicly available as deposited in zenodo (doi: 10.5281/zenodo.6473201 10.5281/zenodo.6474033) 1 nature portfolio | reporting summary field-specific reporting please select the one below that is the best fit for your research. focused ion beam scanning data availability imaging and tabular datasets used in this study are available and have been electron microscopy (fib sem) was carried out using a crossbeam 540 fib sem deposited in zenodo (locations are listed in supplementary table 4).;     codes are deposited at zenodo (0.5281/zenodo.6472356 10.5281/zenodo.6472904 10.5281/zenodo.6473021) for manuscripts utilizing custom algorithms or software that are central to the research but not yet described in published literature software must be made available to editors and reviewers.;     this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets march 2021 - a description of any restrictions on data availability - for clinical datasets or third party data please ensure that the statement adheres to our policy data that support the findings of this study were publicly available as deposited in zenodo (doi: 10.5281/zenodo.6473201 10.5281/zenodo.6474033) 1 nature portfolio | reporting summary field-specific reporting please select the one below that is the best fit for your research.     data availability imaging and tabular datasets used in this study are available and have been electron microscopy (fib sem) was carried out using a crossbeam 540 fib sem deposited in zenodo",NA,"oddpub"
192,"Loss of the heterogeneous expression of flippase ATP11B leads to cerebral small vessel disease in a normotensive rat model","10.1007/s00401-022-02441-4","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Acta Neuropathologica",2022,1,1,NA,1,1,NA,1,1,1,1,0,0,NA,"pdf/192.pdf","txt/192.txt",FALSE,NA,TRUE,NA,"sq but not in the wt (wilcoxon signed-rank test p = 0.317). c sig- and aw mostly wrote the paper with input from all authors. nificant loss of brain tissue volume with bilateral ventriculomegaly (mann whitney u = 4 p = 0.014). d illustrative images of same rat code availability code available https://​github.​com/​mober ​nabeu/​ brain at 3–4 months which then develops a suspected microbleed at normo​tensi​vesvd​rat for retinal vessel analysis and plp pixel count 9–10 months (red circle). e ko animals have more suspected micro- https://github.com/anna-williams/atp11b_quick_procter_2022 for bleeds at both ages compared to wt.","oddpub"
